Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty,";
;
;
;
;
",,33.32,82.9,0,0,0,0
empty_tensor,,,49.58,49.58,0,0,0,0
c10d::barrier,"1;
;
;
;
",,112.99,231.11,0,9381.107,0,0
aten::ones,";
;
;
;
",,75.06,98.56,0,1.1,0,0
empty_tensor,,,5.03,5.03,0,0,0,0
aclnnInplaceOne,,,18.47,18.47,1.1,1.1,0,0
record_event,,,5.56,5.56,0.02,0.02,0,0
wait_event,,,2.67,2.67,0.02,0.02,0,0
HcclAllreduce,1,,4.86,6.93,0,9379.927,0,0
HcclAllreduce,,,2.07,2.07,9379.927,9379.927,0,0
record_event,,,2.43,2.43,0.02,0.02,0,0
record_event,,,1.97,1.97,0.02,0.02,0,0
wait_event,,,3.46,3.46,8673.65325,8673.65325,0,0
destroy_event,,,7.59,7.59,0,0,0,0
aten::empty,";
;
;
;
;
",,11.43,11.43,0,0,0,0
aten::to,"3;
;
;
;
;
",,4.57,350.39,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,14.0,345.82,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,38.68,46.83,0,0,0,0
empty_tensor,,,8.15,8.15,0,0,0,0
aten::copy_,"3;
3;
",,284.99,284.99,0,0,0,0
aten::lift_fresh,3,,20.06,20.06,0,0,0,0
aten::detach_,3,,1.18,1.18,0,0,0,0
c10d::broadcast_,";
;
;
;
;
",,54.74,77.3,0,560.8705,0,0
record_event,,,10.2,10.2,0.02,0.02,0,0
wait_event,,,2.91,2.91,6.94,6.94,0,0
HcclBroadcast,3,,3.05,4.88,0,553.8705,0,0
HcclBroadcast,,,1.83,1.83,553.8705,553.8705,0,0
record_event,,,2.83,2.83,0.02,0.02,0,0
record_event,,,1.74,1.74,0.02,0.02,0,0
wait_event,,,1.88,1.88,211.84425,211.84425,0,0
destroy_event,,,1.09,1.09,0,0,0,0
aten::to,"3;
;
;
;
;
;
;
",,4.67,444.14,0,0,0,0
aten::_to_copy,"3;
;
;
;
;
;
",,7.5,439.47,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,15.09,15.09,0,0,0,0
aten::copy_,"3;
3;
",,416.88,416.88,0,0,0,0
aten::resolve_conj,3,,2.27,2.27,0,0,0,0
aten::resolve_neg,3,,0.84,0.84,0,0,0,0
minigpt::decode_phase,,,43.42,1915.68,0,2420.688,0,0
