Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,85.48,4,21.37,14.65,33.25,57.861
host,acl,IndexCheck_Tiling,4176.86,1288,3.243,0.13,39.73,11.402
host,acl,IndexPutV2_Tiling,37.64,4,9.41,7.68,12.63,3.783
host,acl,NonZero_Tiling,3671.13,1664,2.206,0.19,41.95,5.94
host,communication,Notify_Record,13483.18,524,25.731,20.93,102.29,18.941
host,communication,Notify_Wait,8645.73,524,16.499,14.17,74.48,10.095
host,acl,Slice_Tiling,2362.36,512,4.614,1.83,47.65,33.889
host,acl,aclmdlRICaptureGetInfo,1565.97,5504,0.285,0.12,29.69,0.194
host,acl,aclnnAdd,9813.97,1027,9.556,5.93,36.78,3.332
host,acl,aclnnAdds,8750.63,1028,8.512,5.96,14.88,1.126
host,acl,aclnnAny,135.95,11,12.359,9.21,20.12,10.024
host,acl,aclnnArange,3735.79,390,9.579,6.91,28.95,2.631
host,acl,aclnnBitwiseAndTensor,632.97,68,9.308,7.96,28.76,6.562
host,acl,aclnnBitwiseNot,83.53,9,9.281,6.9,13.62,3.516
host,acl,aclnnCat,6549.49,520,12.595,6.25,49.36,13.515
host,acl,aclnnClampMin,15.15,1,15.15,15.15,15.15,0
host,acl,aclnnConstantPadNd,523.94,36,14.554,12.15,24.84,5.047
host,acl,aclnnCos,34.81,4,8.702,7.55,9.62,0.557
host,acl,aclnnCumsum,29.87,1,29.87,29.87,29.87,0
host,acl,aclnnCumsumGetWorkspaceSize,38.75,1,38.75,38.75,38.75,0
host,acl,aclnnEmbedding,52.52,4,13.13,9.4,18.91,15.468
host,acl,aclnnFlashAttentionScore,4119.3,256,16.091,12.93,80.12,23.278
host,acl,aclnnGeScalar,88.73,8,11.091,9.51,13.5,2.677
host,acl,aclnnIndex,37284.72,1604,23.245,10.04,178.25,623.351
host,acl,aclnnIndexGetWorkspaceSize,7102.56,128,55.489,45.73,119.14,96.216
