Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
5,allreduceAicpuKernel,AI_CPU,533,111401.747,161.703,209.009,547.931,30.045
5,IndexPut,AI_CPU,512,80686.613,133.983,157.591,295.646,21.761
5,MatMulV2,AI_CORE,1796,40536.616,9.64,22.57,173.204,10.933
5,Index,AI_CPU,128,26539.094,177.924,207.337,425.469,7.157
5,Mul,AI_VECTOR_CORE,3340,16856.309,1.4,5.047,13.68,4.546
5,Index,AI_VECTOR_CORE,1481,12597.048,6.72,8.506,17.181,3.397
5,Pows,AI_VECTOR_CORE,1028,8664.291,1.58,8.428,19.021,2.337
5,FlashAttentionScore,MIX_AIC,256,7912.638,27.461,30.909,41.141,2.134
5,Slice,AI_VECTOR_CORE,2176,7556.448,1.36,3.473,6.76,2.038
5,Cast,AI_VECTOR_CORE,2211,7536.135,1.08,3.408,13.981,2.032
5,ReduceMean,MIX_AIV,1028,7302.619,1.7,7.104,13.42,1.969
5,IndexCheck,AI_VECTOR_CORE,2125,7190.297,2.06,3.384,11.18,1.939
5,MemSet,AI_VECTOR_CORE,868,6383.406,5.34,7.354,20.32,1.722
5,Add,AI_VECTOR_CORE,2055,5459.79,1.14,2.657,9.3,1.472
5,NonZero,MIX_AIV,832,4102.999,4.3,4.931,9.1,1.107
5,Range,AI_VECTOR_CORE,386,3806.857,9.18,9.862,16.401,1.027
5,broadcastAicpuKernel,AI_CPU,20,3044.441,104.942,152.222,346.727,0.821
5,ConcatD,AI_VECTOR_CORE,520,2193.145,3.84,4.218,15.781,0.591
5,Transpose,AI_VECTOR_CORE,128,2167.342,14.16,16.932,23.801,0.585
5,Less,AI_VECTOR_CORE,205,1591.453,2.1,7.763,10.3,0.429
5,Rsqrt,AI_VECTOR_CORE,1028,1271.786,0.98,1.237,1.88,0.343
5,Swish,AI_VECTOR_CORE,256,1093.983,2.66,4.273,10.221,0.295
5,Neg,AI_VECTOR_CORE,512,919.117,1.1,1.795,5.34,0.248
5,allgatherAicpuKernel,AI_CPU,4,733.115,172.003,183.279,198.064,0.198
5,UniqueWithCountsAndSorting,AI_CPU,4,629.353,132.803,157.338,212.344,0.17
5,AsStrided,AI_VECTOR_CORE,128,624.331,4.36,4.878,6.34,0.168
5,LogicalNot,AI_VECTOR_CORE,265,382.549,1.18,1.444,1.78,0.103
5,PadV3,MIX_AIV,36,368.908,8.34,10.247,18.901,0.099
5,MaskedFill,AI_CPU,5,316.526,45.221,63.305,101.502,0.085
5,LogicalAnd,AI_VECTOR_CORE,68,200.903,1.34,2.954,3.8,0.054
5,Tril,AI_VECTOR_CORE,64,161.024,2.06,2.516,3.06,0.043
5,BroadcastTo,AI_VECTOR_CORE,69,111.102,1.34,1.61,1.86,0.03
5,OnesLike,AI_VECTOR_CORE,68,105.942,1.2,1.558,1.84,0.029
5,Cumsum,AI_CPU,1,58.021,58.021,58.021,58.021,0.016
5,MaskedFill,AI_VECTOR_CORE,4,55.881,11.76,13.97,15.581,0.015
5,ReduceAny,MIX_AIV,19,45.301,1.92,2.384,4.16,0.012
5,ZerosLike,AI_VECTOR_CORE,21,32.721,1.32,1.558,1.9,0.009
5,GreaterEqual,AI_VECTOR_CORE,12,29.96,2.18,2.497,3,0.008
5,ReduceMax,MIX_AIV,9,20.721,1.76,2.302,2.68,0.006
5,GatherV2,AI_VECTOR_CORE,4,18.56,2.8,4.64,9.42,0.005
5,Sub,AI_VECTOR_CORE,5,13.82,2.26,2.764,3.28,0.004
5,IndexPutV2,AI_VECTOR_CORE,4,11.44,2.72,2.86,2.98,0.003
5,Cos,AI_VECTOR_CORE,4,10.201,2.24,2.55,3.28,0.003
5,Sin,AI_VECTOR_CORE,4,9.96,2.24,2.49,3,0.003
5,Fill,AI_VECTOR_CORE,5,7.32,1.22,1.464,2.1,0.002
5,SelectV2,AI_VECTOR_CORE,3,6.82,2.2,2.273,2.34,0.002
5,ReduceSum,MIX_AIV,2,5.96,2.76,2.98,3.2,0.002
5,LessEqual,AI_VECTOR_CORE,2,5.48,2.4,2.74,3.08,0.001
5,ClipByValueV2,AI_VECTOR_CORE,1,4.38,4.38,4.38,4.38,0.001
5,ArgMaxWithValue,AI_VECTOR_CORE,1,2.76,2.76,2.76,2.76,0.001
