Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
5,N/A,PROFILING_ENABLE,48,5,0.000,1789112789452880.489	,1789112789452880.489	
5,OnesLike_5c5e58e043224cccf51a06108010ae13_high_performance_210000000,AI_VECTOR_CORE,47,5803,1.200,1789112789461809.027	,1789112789461810.227	
5,N/A,EVENT_RECORD,47,5804,0.020,1789112789461842.768	,1789112789461842.788	
5,N/A,EVENT_WAIT,45,24534,0.020,1789112789461855.848	,1789112789461855.868	
5,N/A,NOTIFY_RECORD,45,24535,0.100,1789112789462035.452	,1789112789462035.552	
5,N/A,NOTIFY_RECORD,10,35618,0.100,1789112789462117.933	,1789112789462118.033	
5,N/A,NOTIFY_WAIT,10,35619,78.081,1789112789462120.453	,1789112789462198.535	
5,N/A,NOTIFY_WAIT,12,35618,0.020,1789112789462130.054	,1789112789462130.074	
5,RunAicpuRpcSrvLaunchV2_allreduce,AI_CPU,12,35619,547.931,1789112789462146.534	,1789112789462694.465	
5,N/A,NOTIFY_WAIT,45,24536,16126.782,1789112789462151.494	,1789112789478278.276	
5,N/A,NOTIFY_RECORD_SQE,91,17809,0.020,1789112789462197.515	,1789112789462197.535	
5,N/A,EVENT_WAIT,47,5805,16040.700,1789112789462238.676	,1789112789478279.376	
5,N/A,NOTIFY_WAIT_SQE,90,54561,0.020,1789112789462461.240	,1789112789462461.260	
5,N/A,SDMA_SQE,90,54562,0.800,1789112789462461.280	,1789112789462462.080	
5,N/A,SDMA_SQE,90,54563,0.540,1789112789462462.100	,1789112789462462.640	
5,N/A,WRITE_VALUE_SQE,90,54564,0.320,1789112789462462.660	,1789112789462462.980	
5,N/A,NOTIFY_WAIT_SQE,90,54565,7326.406,1789112789462463.020	,1789112789469789.427	
5,N/A,SDMA_SQE,90,54566,0.680,1789112789469789.507	,1789112789469790.187	
5,N/A,WRITE_VALUE_SQE,90,54567,0.340,1789112789469790.207	,1789112789469790.547	
5,N/A,NOTIFY_WAIT_SQE,90,54568,0.020,1789112789469790.567	,1789112789469790.587	
5,N/A,SDMA_SQE,90,54569,0.520,1789112789469790.607	,1789112789469791.127	
5,N/A,WRITE_VALUE_SQE,90,54570,0.960,1789112789469791.147	,1789112789469792.107	
5,N/A,NOTIFY_WAIT_SQE,90,54571,8478.469,1789112789469792.127	,1789112789478270.596	
5,N/A,SDMA_SQE,90,54572,1.140,1789112789478270.636	,1789112789478271.776	
5,N/A,WRITE_VALUE_SQE,90,54573,0.940,1789112789478271.816	,1789112789478272.756	
5,N/A,NOTIFY_WAIT_SQE,90,54574,0.000,1789112789478272.796	,1789112789478272.796	
5,N/A,SDMA_SQE,90,54575,0.540,1789112789478272.836	,1789112789478273.376	
5,N/A,WRITE_VALUE_SQE,90,54576,0.940,1789112789478273.396	,1789112789478274.336	
5,N/A,NOTIFY_WAIT_SQE,90,54577,0.020,1789112789478274.356	,1789112789478274.376	
5,N/A,SDMA_SQE,90,54578,1.160,1789112789478274.396	,1789112789478275.556	
5,N/A,WRITE_VALUE_SQE,90,54579,0.940,1789112789478275.576	,1789112789478276.516	
5,N/A,NOTIFY_WAIT_SQE,90,54580,0.020,1789112789478276.536	,1789112789478276.556	
5,N/A,SDMA_SQE,90,54581,0.660,1789112789478276.576	,1789112789478277.236	
5,N/A,NOTIFY_RECORD_SQE,90,54582,0.020,1789112789478277.256	,1789112789478277.276	
5,N/A,EVENT_RECORD,45,24537,0.000,1789112789478278.316	,1789112789478278.316	
5,N/A,EVENT_RECORD,45,24538,0.020,1789112789478278.496	,1789112789478278.516	
5,N/A,EVENT_WAIT,45,24539,4.180,1789112789478917.409	,1789112789478921.589	
5,N/A,EVENT_RECORD,47,5806,0.020,1789112789478920.549	,1789112789478920.569	
5,N/A,NOTIFY_RECORD,45,24540,0.100,1789112789479133.233	,1789112789479133.333	
5,N/A,NOTIFY_WAIT,12,35620,16.960,1789112789479223.415	,1789112789479240.375	
5,N/A,NOTIFY_RECORD,10,35620,0.100,1789112789479239.395	,1789112789479239.495	
5,N/A,NOTIFY_WAIT,10,35621,54.821,1789112789479242.016	,1789112789479296.837	
5,RunAicpuRpcSrvLaunchV2_broadcast,AI_CPU,12,35621,346.727,1789112789479244.956	,1789112789479591.683	
5,N/A,NOTIFY_WAIT,45,24541,127.542,1789112789479273.696	,1789112789479401.239	
5,N/A,NOTIFY_RECORD_SQE,91,17810,0.020,1789112789479295.917	,1789112789479295.937	
5,N/A,EVENT_WAIT,47,5807,63.821,1789112789479338.497	,1789112789479402.319	
5,N/A,NOTIFY_WAIT_SQE,90,54583,0.020,1789112789479395.239	,1789112789479395.259	
5,N/A,SDMA_SQE,90,54584,0.700,1789112789479395.279	,1789112789479395.979	
5,N/A,NOTIFY_WAIT_SQE,90,54585,0.020,1789112789479395.999	,1789112789479396.019	
5,N/A,SDMA_SQE,90,54586,1.160,1789112789479396.039	,1789112789479397.199	
5,N/A,WRITE_VALUE_SQE,90,54587,0.920,1789112789479397.219	,1789112789479398.139	
5,N/A,SDMA_SQE,90,54588,0.680,1789112789479399.639	,1789112789479400.319	
5,N/A,NOTIFY_RECORD_SQE,90,54589,0.020,1789112789479400.339	,1789112789479400.359	
5,N/A,EVENT_RECORD,45,24542,0.020,1789112789479401.279	,1789112789479401.299	
5,N/A,EVENT_RECORD,45,24543,0.020,1789112789479401.319	,1789112789479401.339	
5,ZerosLike_1d2fd313763487259859439d7e9b41cf_high_performance_210000000,AI_VECTOR_CORE,47,5808,1.380,1789112789480273.416	,1789112789480274.796	
5,N/A,EVENT_RECORD,47,5809,0.020,1789112789480297.817	,1789112789480297.837	
5,N/A,EVENT_WAIT,45,24544,0.020,1789112789480301.357	,1789112789480301.377	
5,N/A,NOTIFY_RECORD,45,24545,0.100,1789112789480440.439	,1789112789480440.539	
5,N/A,NOTIFY_WAIT,12,35622,8.500,1789112789480457.900	,1789112789480466.400	
5,N/A,NOTIFY_RECORD,10,35622,0.100,1789112789480465.260	,1789112789480465.360	
5,N/A,NOTIFY_WAIT,10,35623,38.940,1789112789480467.740	,1789112789480506.681	
5,RunAicpuRpcSrvLaunchV2_broadcast,AI_CPU,12,35623,212.364,1789112789480481.060	,1789112789480693.425	
5,N/A,NOTIFY_WAIT,45,24546,148.922,1789112789480483.700	,1789112789480632.623	
5,N/A,NOTIFY_RECORD_SQE,91,17811,0.020,1789112789480505.661	,1789112789480505.681	
5,N/A,EVENT_WAIT,47,5810,98.562,1789112789480535.061	,1789112789480633.623	
5,N/A,NOTIFY_WAIT_SQE,90,54590,0.000,1789112789480551.082	,1789112789480551.082	
5,N/A,SDMA_SQE,90,54591,0.680,1789112789480551.182	,1789112789480551.862	
5,N/A,NOTIFY_WAIT_SQE,90,54592,76.801,1789112789480551.902	,1789112789480628.703	
5,N/A,SDMA_SQE,90,54593,1.120,1789112789480628.803	,1789112789480629.923	
5,N/A,WRITE_VALUE_SQE,90,54594,0.940,1789112789480629.943	,1789112789480630.883	
5,N/A,SDMA_SQE,90,54595,0.680,1789112789480630.903	,1789112789480631.583	
5,N/A,NOTIFY_RECORD_SQE,90,54596,0.020,1789112789480631.603	,1789112789480631.623	
5,N/A,EVENT_RECORD,45,24547,0.020,1789112789480632.643	,1789112789480632.663	
5,N/A,EVENT_RECORD,45,24548,0.020,1789112789480632.763	,1789112789480632.783	
5,N/A,EVENT_WAIT,45,24549,7.420,1789112789480835.567	,1789112789480842.988	
5,N/A,EVENT_RECORD,47,5811,0.020,1789112789480842.107	,1789112789480842.127	
5,N/A,NOTIFY_RECORD,45,24550,0.100,1789112789480915.469	,1789112789480915.569	
5,N/A,NOTIFY_WAIT,12,35624,9.320,1789112789480939.349	,1789112789480948.670	
