Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,BroadcastTo_Tiling,99.83,4,24.958,16,32.8,55.404
host,acl,IndexCheck_Tiling,4093.71,1288,3.178,0.13,24,10.336
host,acl,IndexPutV2_Tiling,33.87,4,8.468,7.74,9.82,0.649
host,acl,NonZero_Tiling,4265.55,1664,2.563,0.18,18.79,7.647
host,communication,Notify_Record,13408.74,524,25.589,20.11,50.7,12.345
host,communication,Notify_Wait,8058.99,524,15.38,12.82,64.28,5.942
host,acl,Slice_Tiling,2230.2,512,4.356,1.79,30.62,26.11
host,acl,Transpose_Tiling,288.98,128,2.258,0.29,10.22,3.919
host,acl,aclmdlRICaptureGetInfo,1514.52,5504,0.275,0.11,5.62,0.048
host,acl,aclnnAdd,9557.38,1027,9.306,5.84,30.9,3.092
host,acl,aclnnAdds,8266.3,1028,8.041,5.27,16.98,1.935
host,acl,aclnnAny,128.86,11,11.715,8.16,22.74,14.621
host,acl,aclnnArange,3910.57,390,10.027,7.96,71.71,19.175
host,acl,aclnnArgMax,69.44,4,17.36,14.9,19.71,3.896
host,acl,aclnnBitwiseAndTensor,572.14,68,8.414,7.61,25.07,4.746
host,acl,aclnnBitwiseNot,83.51,9,9.279,7.95,14.07,3.512
host,acl,aclnnCat,7458.52,520,14.343,8.58,37.4,5.578
host,acl,aclnnClampMin,11.63,1,11.63,11.63,11.63,0
host,acl,aclnnConstantPadNd,196.43,12,16.369,10.69,29.36,20.813
host,acl,aclnnCos,37.1,4,9.275,7.86,12.38,3.269
host,acl,aclnnCumsum,57.22,1,57.22,57.22,57.22,0
host,acl,aclnnCumsumGetWorkspaceSize,31.44,1,31.44,31.44,31.44,0
host,acl,aclnnEmbedding,47.92,4,11.98,10.54,13.59,1.685
host,acl,aclnnFlashAttentionScore,4327.08,256,16.903,12.71,53.95,15.42
host,acl,aclnnGeScalar,84.52,8,10.565,9.35,12.82,1.411
host,acl,aclnnIndex,40117.88,1604,25.011,10.48,187.61,637.989
host,acl,aclnnIndexGetWorkspaceSize,7593.03,128,59.321,51.71,120.58,84.678
host,acl,aclnnIndexPutImpl,17847.16,516,34.588,22.29,126.02,96.448
host,acl,aclnnIndexPutImplGetWorkspaceSize,17385.97,516,33.694,23.42,87.11,49.079
host,acl,aclnnInplaceCopy,16576.38,2161,7.671,4.53,48.97,4.313
host,acl,aclnnInplaceCopyGetWorkspaceSize,265.8,21,12.657,5.62,34.7,41.156
host,acl,aclnnInplaceFillScalar,104.79,2,52.395,20.2,84.59,1036.518
host,acl,aclnnInplaceMaskedFillScalar,169.45,9,18.828,7.35,36.58,72.174
host,acl,aclnnInplaceMaskedFillScalarGetWorkspaceSize,76,5,15.2,12.27,22.87,15.238
host,acl,aclnnInplaceOne,523.63,67,7.815,5.74,11.62,1.548
host,acl,aclnnInplaceZero,72.63,5,14.526,8.43,32.64,84.893
host,acl,aclnnLeScalar,24.34,2,12.17,9.27,15.07,8.41
host,acl,aclnnLogicalNot,2110.39,256,8.244,6.87,12.2,0.986
host,acl,aclnnLtScalar,106.78,9,11.864,8.22,30.06,44.612
host,acl,aclnnLtTensor,1713.76,192,8.926,7.28,20.47,1.481
host,acl,aclnnMatmul,16393.77,1796,9.128,5.44,28.83,2.231
host,acl,aclnnMax,114,9,12.667,11.32,16.23,2.182
host,acl,aclnnMaxDim,116.57,1,116.57,116.57,116.57,0
host,acl,aclnnMean,11303.53,1028,10.996,8.09,33.06,3.343
host,acl,aclnnMul,27742.04,3340,8.306,5.07,260.85,24.425
host,acl,aclnnNeg,7117.83,512,13.902,11.54,30.76,3.034
host,acl,aclnnNonzero,12361.89,64,193.155,85.26,2716.01,109254.971
host,acl,aclnnNonzeroGetWorkspaceSize,1855.61,64,28.994,25.5,64.05,26.968
host,acl,aclnnNonzeroV2,87907.56,768,114.463,58.4,1381.93,6322.599
host,acl,aclnnNonzeroV2GetWorkspaceSize,17275.34,768,22.494,13.19,76.21,56.33
host,acl,aclnnPowTensorScalar,8650.84,1028,8.415,4.83,29.25,3.051
host,acl,aclnnReduceSum,44.42,3,14.807,10.49,23,33.598
host,acl,aclnnRsqrt,7114.64,1028,6.921,4.62,17.01,1.763
host,acl,aclnnSWhere,30.65,3,10.217,8.8,11.71,1.414
host,acl,aclnnSilu,2167.45,256,8.467,5.58,21.03,1.564
host,acl,aclnnSin,40.04,4,10.01,8.46,13.87,4.994
host,acl,aclnnSubs,69.78,5,13.956,9.16,30.69,70.181
host,acl,aclnnTril,428.06,64,6.688,4.7,22.8,5.205
host,acl,aclrtCreateEventExWithFlag,2611.82,1304,2.003,0.52,78.73,5.953
host,acl,aclrtCtxSetSysParamOpt,17795.17,36150,0.492,0.17,22.92,0.143
host,acl,aclrtDestroyEvent,1570.92,1451,1.083,0.4,66.16,3.22
host,acl,aclrtFree,31.66,4,7.915,6.63,10.12,2.05
host,acl,aclrtGetCurrentContext,247.76,524,0.473,0.31,0.91,0.007
host,acl,aclrtGetDeviceCount,3.48,2,1.74,1.64,1.84,0.01
host,acl,aclrtGetHardwareSyncAddr,1053.13,2151,0.49,0.23,21.06,0.467
host,acl,aclrtGetResInCurrentThread,1087.2,3006,0.362,0.1,3.03,0.073
host,acl,aclrtGetStreamAttribute,4711.59,19123,0.246,0.16,9.54,0.013
host,acl,aclrtLaunchKernelWithHostArgs,123857.73,24113,5.137,2.07,256.43,5.316
host,acl,aclrtMallocWithCfg,86.83,4,21.708,16.73,26,11.118
host,acl,aclrtMemcpy,16208.75,857,18.913,13.13,72.92,27.181
host,acl,aclrtMemcpyAsync,159.61,21,7.6,2.92,16.91,12.079
host,acl,aclrtQueryEventStatus,370.71,671,0.552,0.23,1.68,0.042
host,acl,aclrtRecordEvent,12169.53,1828,6.657,2.85,19.39,6.189
host,acl,aclrtRecordNotify,5161.17,1048,4.925,3.5,18.25,1.229
host,acl,aclrtStreamGetId,411.03,1048,0.392,0.16,0.84,0.022
host,acl,aclrtStreamWaitEvent,7099.04,1304,5.444,3.98,29.28,4.521
host,acl,aclrtSynchronizeDeviceWithTimeout,550.1,6,91.683,24.46,158.19,2269.797
host,acl,aclrtSynchronizeStream,48939.46,833,58.751,7.02,2568.19,13902.496
host,acl,aclrtSynchronizeStreamWithTimeout,5070.25,856,5.923,1.58,915.75,2656.991
host,acl,aclrtWaitAndResetNotify,5553.54,1572,3.533,1.07,18.01,3.53
host,acl,hcom_allGather_,571.1,4,142.775,139.76,145.17,4.828
host,acl,hcom_allReduce_,73983.83,516,143.38,111.02,282.88,461.211
host,acl,hcom_broadcast_,652.68,4,163.17,158.09,167.9,15.273
host,node,launch,300133.77,24637,12.182,2.51,2626.75,1100.337
