Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::full,";
;
;
;
;
",,29.18,151.55,0,2.04,0,0
empty_tensor,,,33.86,33.86,0,0,0,0
aten::fill_,"1,6;
",,70.25,88.51,0,2.04,0,0
aclnnInplaceFillScalar,,,18.26,18.26,2.04,2.04,0,0
aten::zeros_like,"1,6;
;
;
;
;
",,10.11,62.26,0,1.64,0,0
aten::empty_like,"1,6;
;
;
;
;
",,14.37,32.33,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,13.89,17.96,0,0,0,0
empty_tensor,,,4.07,4.07,0,0,0,0
aten::zero_,"1,6",,17.04,19.82,0,1.64,0,0
aclnnInplaceZero,,,2.78,2.78,1.64,1.64,0,0
aten::empty,";
;
;
;
;
",,8.03,8.03,0,0,0,0
aten::to,"6;
;
;
;
;
",,5.32,156.47,0,0,0,0
aten::_to_copy,"6;
;
;
;
;
;
",,11.58,151.15,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,6.67,9.16,0,0,0,0
empty_tensor,,,2.49,2.49,0,0,0,0
aten::copy_,"6;
6;
",,130.41,130.41,0,0,0,0
aten::lift_fresh,6,,2.61,2.61,0,0,0,0
aten::detach_,6,,1.65,1.65,0,0,0,0
aten::select,"1,6;
;
",,9.41,18.3,0,0,0,0
aten::as_strided,"1,6;
;
;
",,8.89,8.89,0,0,0,0
aten::copy_,"6;
6;
",,81.68,88.9,0,0.74,0,0
aclnnInplaceCopy,,,7.22,7.22,0.74,0.74,0,0
aten::scalar_tensor,";
;
;
;
",,6.64,39.51,0,1.66,0,0
aten::empty,";
;
;
;
;
",,3.54,11.2,0,0,0,0
empty_tensor,,,7.66,7.66,0,0,0,0
aten::fill_,";
",,16.11,21.67,0,1.66,0,0
aclnnInplaceFillScalar,,,5.56,5.56,1.66,1.66,0,0
aten::select,"1,6;
;
",,4.16,26.14,0,0,0,0
aten::as_strided,"1,6;
;
;
",,21.98,21.98,0,0,0,0
aten::view,";
",,5.38,5.38,0,0,0,0
aten::expand,";
;
",,5.15,8.9,0,0,0,0
aten::as_strided,";
;
;
",,3.75,3.75,0,0,0,0
aten::copy_,"6;
6;
",,23.06,27.59,0,4.46,0,0
aclnnInplaceCopy,,,4.53,4.53,4.46,4.46,0,0
minigpt::prefill_phase,,,140.73,192583.57,0,323609.84,0,28214.48
minigpt::prefill_model,,,41438.53,191864.38,0,323148.96,0,28214.48
aten::to,"1,6;
;
;
;
",,5.03,42.91,0,1.56,0,0
aten::_to_copy,"1,6;
;
;
;
;
;
",,7.62,37.88,0,1.56,0,0
aten::empty_strided,";
;
;
;
;
",,8.75,12.76,0,0,0,0
empty_tensor,,,4.01,4.01,0,0,0,0
