Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
4,allreduceAicpuKernel,AI_CPU,516,101054.283,157.683,195.842,438.749,32.862
4,IndexPut,AI_CPU,512,69699.092,103.802,136.131,178.364,22.666
4,MatMulV2,AI_CORE,1796,40391.188,9.68,22.49,163.163,13.135
4,Index,AI_CPU,128,15958.558,113.663,124.676,225.205,5.19
4,Index,AI_VECTOR_CORE,1476,12219.128,6.7,8.279,16.58,3.974
4,Mul,AI_VECTOR_CORE,3340,11354.774,1.1,3.4,16.64,3.692
4,FlashAttentionScore,MIX_AIC,256,7205.183,23.821,28.145,36.221,2.343
4,MemSet,AI_VECTOR_CORE,868,6409.596,5.38,7.384,19.78,2.084
4,Pows,AI_VECTOR_CORE,1028,5547.113,1.44,5.396,15.581,1.804
4,IndexCheck,AI_VECTOR_CORE,2120,5076.423,1.88,2.395,4.1,1.651
4,ReduceMean,MIX_AIV,1028,4840.78,2.56,4.709,8.34,1.574
4,Add,AI_VECTOR_CORE,2055,3920.195,1.18,1.908,9.24,1.275
4,Cast,AI_VECTOR_CORE,2078,3903.239,1,1.878,8.4,1.269
4,Slice,AI_VECTOR_CORE,1408,3402.862,1.88,2.417,3.3,1.107
4,NonZero,MIX_AIV,832,2711.813,2.74,3.259,6.04,0.882
4,Range,AI_VECTOR_CORE,390,2584.352,4.14,6.627,10.72,0.84
4,ConcatD,AI_VECTOR_CORE,520,2138.965,3.56,4.113,15.22,0.696
4,Transpose,AI_VECTOR_CORE,128,2091.742,14.58,16.342,22.781,0.68
4,Rsqrt,AI_VECTOR_CORE,1028,1307.902,1.1,1.272,1.84,0.425
4,allgatherAicpuKernel,AI_CPU,4,837.457,160.183,209.364,283.026,0.272
4,Neg,AI_VECTOR_CORE,512,722.632,1.18,1.411,2.3,0.235
4,broadcastAicpuKernel,AI_CPU,4,617.273,114.442,154.318,242.125,0.201
4,Swish,AI_VECTOR_CORE,256,586.454,1.46,2.291,4.28,0.191
4,AsStrided,AI_VECTOR_CORE,128,512.128,3.4,4.001,5.56,0.167
4,Less,AI_VECTOR_CORE,201,502.667,2.12,2.501,3.1,0.163
4,MaskedFill,AI_CPU,5,405.488,61.961,81.098,103.402,0.132
4,PadV3,MIX_AIV,36,402.467,9.16,11.18,19.361,0.131
4,LogicalNot,AI_VECTOR_CORE,265,376.087,1.2,1.419,1.84,0.122
4,LogicalAnd,AI_VECTOR_CORE,68,187.464,1.38,2.757,3.66,0.061
4,Tril,AI_VECTOR_CORE,64,167.764,2.24,2.621,3.04,0.055
4,OnesLike,AI_VECTOR_CORE,67,108.562,1.4,1.62,1.9,0.035
4,Cumsum,AI_CPU,1,61.741,61.741,61.741,61.741,0.02
4,GatherV2,AI_VECTOR_CORE,4,30,3.52,7.5,8.9,0.01
4,MaskedFill,AI_VECTOR_CORE,4,26.681,3.46,6.67,15.98,0.009
4,GreaterEqual,AI_VECTOR_CORE,8,21.201,2.32,2.65,3.18,0.007
4,ReduceAny,MIX_AIV,11,18.961,1.28,1.724,3.14,0.006
4,ReduceMax,MIX_AIV,9,17.28,1.44,1.92,2.14,0.006
4,ZerosLike,AI_VECTOR_CORE,9,14.68,1.38,1.631,1.96,0.005
4,Sub,AI_VECTOR_CORE,5,13.241,2.38,2.648,2.94,0.004
4,IndexPutV2,AI_VECTOR_CORE,4,9.181,2.14,2.295,2.42,0.003
4,Cos,AI_VECTOR_CORE,4,8.821,2.04,2.205,2.64,0.003
4,Sin,AI_VECTOR_CORE,4,8.48,2.02,2.12,2.3,0.003
4,ReduceSum,MIX_AIV,3,7.34,2.12,2.447,3.04,0.002
4,BroadcastTo,AI_VECTOR_CORE,5,7.08,1.34,1.416,1.52,0.002
4,SelectV2,AI_VECTOR_CORE,3,7.06,2.22,2.353,2.5,0.002
4,LessEqual,AI_VECTOR_CORE,2,5.22,2.34,2.61,2.88,0.002
4,ClipByValueV2,AI_VECTOR_CORE,1,5,5,5,5,0.002
4,Fill,AI_VECTOR_CORE,2,3.38,1.4,1.69,1.98,0.001
4,ArgMaxWithValue,AI_VECTOR_CORE,1,2.46,2.46,2.46,2.46,0.001
